,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,price_lakh
8188,Toyota,Innova,6.0,69000.0,Dealer,Diesel,Manual,13.68,2393.0,147.8,7.0,2090000.0,20.9
8189,Honda,Jazz,12.0,76000.0,Dealer,Petrol,Manual,16.7,1198.0,88.8,5.0,265000.0,2.65
8190,Mahindra,Bolero,2.0,20000.0,Individual,Diesel,Manual,16.5,1493.0,70.0,7.0,750000.0,7.5
8191,Maruti,Swift,9.0,38000.0,Dealer,Petrol,Manual,18.6,1197.0,85.8,5.0,320000.0,3.2
8192,Mahindra,Bolero,5.0,64172.0,Dealer,Diesel,Manual,16.5,1493.0,70.0,7.0,690000.0,6.9
8193,Hyundai,Verna,5.0,53075.0,Dealer,Petrol,Automatic,17.1,1591.0,121.4,5.0,675000.0,6.75
8194,Tata,Nexon,1.0,3500.0,Individual,Petrol,Manual,17.0,1198.0,108.5,5.0,650000.0,6.5
8195,Maruti,Wagon R,5.0,60000.0,Individual,Petrol,Manual,20.51,998.0,67.04,5.0,324000.0,3.24
8196,Honda,Jazz,5.0,42000.0,Dealer,Petrol,Manual,27.3,1498.0,98.6,5.0,425000.0,4.25
8197,Maruti,Alto,6.0,36000.0,Dealer,Petrol,Manual,24.7,796.0,47.3,5.0,275000.0,2.75
8198,Hyundai,Verna,5.0,16300.0,Individual,Petrol,Manual,17.01,1591.0,88.5,5.0,750000.0,7.5
8199,Tata,Nexon,6.0,26000.0,Individual,Petrol,Manual,17.0,1198.0,108.5,5.0,600000.0,6.0
8200,Hyundai,Grand,3.0,10000.0,Individual,Petrol,Manual,18.9,1197.0,81.86,5.0,450000.0,4.5
8201,Renault,KWID,5.0,50000.0,Dealer,Petrol,Manual,25.17,799.0,53.3,5.0,320000.0,3.2
8202,Maruti,Alto,5.0,10000.0,Individual,Petrol,Manual,23.95,998.0,67.05,5.0,316000.0,3.16
8203,Ford,Ecosport,2.0,11800.0,Individual,Petrol,Manual,17.0,1497.0,121.31,5.0,900000.0,9.0
8204,Honda,City,4.0,52000.0,Individual,Diesel,Manual,25.6,1498.0,97.9,5.0,1100000.0,11.0
8205,Hyundai,Grand,6.0,35000.0,Individual,Petrol,Manual,18.9,1197.0,82.0,5.0,410000.0,4.1
8206,Maruti,Baleno,4.0,53000.0,Dealer,Diesel,Manual,27.39,1248.0,74.0,5.0,696000.0,6.96
8207,Renault,Duster,7.0,125000.0,Individual,Diesel,Manual,20.45,1461.0,83.8,5.0,425000.0,4.25
8208,Hyundai,i20,9.0,50000.0,Individual,Petrol,Manual,17.0,1197.0,80.0,5.0,280000.0,2.8
8209,Maruti,Wagon R,3.0,30000.0,Individual,Petrol,Manual,20.51,998.0,67.04,5.0,390000.0,3.9
8210,Ford,Ecosport,5.0,35000.0,Individual,Diesel,Manual,22.77,1498.0,98.59,5.0,640000.0,6.4
8211,Hyundai,Creta,3.0,40000.0,Individual,Diesel,Manual,21.38,1396.0,88.7,5.0,915000.0,9.15
8212,Hyundai,i20,6.0,70000.0,Dealer,Diesel,Manual,21.9,1396.0,90.0,5.0,330000.0,3.3
8213,Honda,City,6.0,54700.0,Dealer,Diesel,Manual,26.0,1498.0,98.6,5.0,600000.0,6.0
8215,Honda,City,9.0,55000.0,Dealer,Petrol,Manual,16.8,1497.0,116.3,5.0,379000.0,3.79
8216,Hyundai,i10,13.0,70000.0,Dealer,Petrol,Manual,19.81,1086.0,68.05,5.0,239000.0,2.39
8217,Tata,Safari,10.0,130000.0,Individual,Diesel,Manual,13.93,2179.0,138.03,7.0,215000.0,2.15
8220,Maruti,Swift,6.0,10000.0,Individual,Petrol,Manual,21.21,1197.0,81.8,5.0,595000.0,5.95
8221,Mahindra,Bolero,10.0,120000.0,Individual,Diesel,Manual,13.6,2523.0,88.5,5.0,450000.0,4.5
8222,Maruti,Wagon R,11.0,50000.0,Individual,Petrol,Manual,18.9,998.0,67.1,5.0,260000.0,2.6
8223,Mahindra,Marazzo,1.0,5000.0,Individual,Diesel,Manual,17.3,1497.0,121.0,7.0,1100000.0,11.0
8224,BMW,7,6.0,30000.0,Individual,Diesel,Automatic,16.46,2993.0,258.0,5.0,5500000.0,55.0
8225,Unknown,Swift,8.0,63589.0,Dealer,Diesel,Manual,28.4,1248.0,74.0,5.0,425000.0,4.25
8226,Hyundai,i20,6.0,51000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,450000.0,4.5
8227,Volkswagen,Polo,7.0,59000.0,Dealer,Diesel,Manual,20.14,1498.0,88.8,5.0,495000.0,4.95
8228,Maruti,Swift Dzire,3.0,60000.0,Dealer,Diesel,Manual,19.67,1248.0,74.02,5.0,610000.0,6.1
8229,Toyota,Innova,12.0,130000.0,Individual,Diesel,Manual,12.8,2494.0,102.0,8.0,450000.0,4.5
8230,Mahindra,KUV,5.0,40000.0,Individual,Diesel,Manual,25.32,1198.0,77.0,6.0,450000.0,4.5
8231,Tata,Safari,5.0,64579.0,Dealer,Diesel,Manual,14.1,1248.0,148.0,7.0,875000.0,8.75
8232,Unknown,Creta,6.0,35000.0,Individual,Diesel,Manual,19.67,1582.0,126.2,5.0,850000.0,8.5
8233,Audi,A4,10.0,69000.0,Dealer,Diesel,Automatic,17.11,1968.0,174.33,5.0,925000.0,9.25
8234,Maruti,Alto,2.0,8000.0,Dealer,Petrol,Manual,22.05,796.0,47.3,5.0,335000.0,3.35
8235,Honda,City,5.0,55055.0,Dealer,Petrol,Manual,17.8,1497.0,117.3,5.0,600000.0,6.0
8236,Renault,KWID,6.0,15000.0,Individual,Petrol,Manual,25.17,799.0,53.3,5.0,375000.0,3.75
8237,Audi,A4,11.0,74000.0,Dealer,Diesel,Automatic,17.11,1968.0,174.33,5.0,1100000.0,11.0
8238,BMW,X5,6.0,47270.0,Dealer,Diesel,Automatic,15.97,2993.0,258.0,5.0,4150000.0,41.5
8239,Maruti,Swift,7.0,80000.0,Individual,Diesel,Manual,25.2,1248.0,74.0,5.0,400000.0,4.0
8240,Maruti,Swift,5.0,35000.0,Individual,Petrol,Manual,20.4,1197.0,81.8,5.0,400000.0,4.0
8241,Datsun,RediGO,3.0,14000.0,Dealer,Petrol,Automatic,23.0,999.0,67.0,5.0,349000.0,3.49
8242,Datsun,RediGO,3.0,25000.0,Individual,Petrol,Manual,22.7,799.0,53.64,5.0,225000.0,2.25
8243,Mahindra,KUV,4.0,40000.0,Individual,Petrol,Manual,18.15,1198.0,82.0,6.0,500000.0,5.0
8244,Maruti,Ertiga,6.0,58000.0,Dealer,Diesel,Manual,20.77,1248.0,88.8,7.0,750000.0,7.5
8245,Maruti,Alto,2.0,5000.0,Individual,Petrol,Manual,23.95,998.0,88.5,5.0,390000.0,3.9
8246,Maruti,Alto,7.0,50000.0,Dealer,Petrol,Manual,22.74,796.0,47.3,5.0,240000.0,2.4
8247,Renault,Duster,4.0,36000.0,Dealer,Diesel,Manual,19.87,1461.0,83.8,5.0,680000.0,6.8
8248,Toyota,Innova,6.0,51000.0,Dealer,Diesel,Manual,12.99,2494.0,100.6,7.0,1090000.0,10.9
8249,Mahindra,KUV,5.0,15000.0,Individual,Petrol,Manual,18.15,1198.0,82.0,5.0,400000.0,4.0
8250,Maruti,Vitara,4.0,100000.0,Individual,Diesel,Manual,24.3,1248.0,88.5,5.0,760000.0,7.6
8252,Mahindra,Marazzo,2.0,45800.0,Dealer,Diesel,Manual,17.3,1497.0,121.0,7.0,1050000.0,10.5
8253,Maruti,Swift Dzire,2.0,30000.0,Dealer,Diesel,Manual,28.4,1248.0,74.02,5.0,780000.0,7.8
8254,Hyundai,i20,4.0,50000.0,Dealer,Diesel,Manual,21.19,1396.0,88.73,5.0,600000.0,6.0
8256,Maruti,Swift,6.0,79000.0,Dealer,Diesel,Manual,28.4,1248.0,74.0,5.0,525000.0,5.25
8257,Hyundai,i20,11.0,100000.0,Individual,Petrol,Manual,17.0,1197.0,80.0,5.0,190000.0,1.9
8258,BMW,3,6.0,31000.0,Dealer,Diesel,Automatic,18.88,1995.0,184.0,5.0,2150000.0,21.5
8259,Renault,KWID,4.0,25000.0,Individual,Petrol,Manual,23.01,999.0,67.0,5.0,285000.0,2.85
8260,Hyundai,Verna,8.0,38000.0,Individual,Petrol,Manual,17.01,1591.0,121.3,5.0,450000.0,4.5
8261,Tata,Tiago,3.0,50000.0,Individual,Diesel,Manual,27.28,1047.0,69.0,5.0,375000.0,3.75
8262,Hyundai,i20,6.0,80000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,500000.0,5.0
8263,Honda,WR-V,3.0,50000.0,Dealer,Diesel,Manual,25.5,1498.0,88.5,5.0,800000.0,8.0
8264,Honda,Jazz,4.0,25428.0,Dealer,Petrol,Manual,18.7,1199.0,88.7,5.0,520000.0,5.2
8265,Maruti,Wagon R,9.0,37000.0,Individual,Petrol,Manual,18.9,998.0,67.1,5.0,250000.0,2.5
8266,Mahindra,XUV300,2.0,15000.0,Individual,Petrol,Manual,17.0,1197.0,110.0,5.0,1050000.0,10.5
8267,Honda,City,3.0,11000.0,Individual,Petrol,Manual,17.14,1497.0,117.6,5.0,1100000.0,11.0
8268,Datsun,GO,2.0,30000.0,Individual,Petrol,Automatic,19.59,1198.0,88.5,5.0,550000.0,5.5
8269,Mahindra,KUV100,3.0,16000.0,Individual,Petrol,Manual,18.15,1198.0,82.0,6.0,480000.0,4.8
8270,Hyundai,Verna,2.0,45000.0,Dealer,Diesel,Manual,22.0,1582.0,126.2,5.0,1150000.0,11.5
8271,Renault,Duster,7.0,90000.0,Individual,Diesel,Manual,20.45,1461.0,83.8,5.0,500000.0,5.0
8272,Tata,Nexon,3.0,10000.0,Individual,Petrol,Manual,17.0,1198.0,108.5,5.0,685000.0,6.85
8273,Ford,Figo,10.0,46132.0,Dealer,Petrol,Manual,15.6,1196.0,70.0,5.0,139000.0,1.39
8274,Maruti,Alto,6.0,40000.0,Individual,Petrol,Manual,23.95,998.0,67.05,5.0,250000.0,2.5
8275,Hyundai,Unknown,8.0,60000.0,Individual,Diesel,Manual,22.32,1582.0,126.32,5.0,450000.0,4.5
8276,Honda,Amaze,5.0,56348.0,Dealer,Petrol,Manual,17.8,1198.0,86.7,5.0,400000.0,4.0
8277,Mahindra,KUV,5.0,15000.0,Individual,Petrol,Manual,18.15,1198.0,82.0,5.0,420000.0,4.2
8278,Maruti,Swift,7.0,64000.0,Dealer,Diesel,Manual,28.4,1248.0,74.0,5.0,440000.0,4.4
8279,Honda,Amaze,2.0,5000.0,Individual,Petrol,Automatic,19.0,1199.0,88.76,5.0,800000.0,8.0
8281,Renault,KWID,4.0,9748.0,Individual,Petrol,Manual,23.01,999.0,67.0,5.0,350000.0,3.5
8282,Honda,Jazz,5.0,48731.0,Dealer,Petrol,Manual,18.7,1199.0,88.7,5.0,650000.0,6.5
8283,Mahindra,Scorpio,7.0,100000.0,Dealer,Diesel,Manual,12.05,2179.0,120.0,8.0,590000.0,5.9
8284,Honda,City,5.0,27000.0,Dealer,Petrol,Manual,17.0,1497.0,118.0,5.0,775000.0,7.75
8285,Tata,Tiago,6.0,25000.0,Individual,Petrol,Manual,23.84,1199.0,84.0,5.0,450000.0,4.5
8286,Mahindra,XUV500,6.0,30000.0,Individual,Diesel,Manual,15.1,2179.0,140.0,7.0,820000.0,8.2
8287,Hyundai,Unknown,5.0,70000.0,Dealer,Diesel,Automatic,19.08,1582.0,126.2,5.0,800000.0,8.0
8289,Hyundai,Venue,1.0,2600.0,Individual,Petrol,Manual,18.27,998.0,118.35,5.0,950000.0,9.5
8290,Ford,Ecosport,7.0,80000.0,Dealer,Diesel,Manual,22.7,1498.0,89.84,5.0,525000.0,5.25
8291,Maruti,Swift Dzire,10.0,85000.0,Dealer,Petrol,Manual,19.0,1197.0,85.8,5.0,225000.0,2.25
8292,Ford,Aspire,6.0,79661.0,Dealer,Petrol,Manual,25.83,1498.0,99.0,5.0,570000.0,5.7
8293,Hyundai,i10,6.0,70000.0,Individual,Petrol,Manual,19.81,1086.0,68.05,5.0,290000.0,2.9
8294,Ford,Ecosport,8.0,34000.0,Dealer,Petrol,Manual,18.88,999.0,123.37,5.0,550000.0,5.5
8295,Honda,City,10.0,84470.0,Dealer,Petrol,Manual,16.8,1497.0,116.4,5.0,425000.0,4.25
8296,Hyundai,i20,3.0,25656.0,Individual,Petrol,Manual,17.19,1197.0,81.86,5.0,650000.0,6.5
8297,Hyundai,Grand,4.0,73000.0,Individual,Diesel,Manual,24.0,1186.0,73.97,5.0,375000.0,3.75
8298,Maruti,Swift Dzire,11.0,100000.0,Individual,Diesel,Manual,19.3,1248.0,73.9,5.0,200000.0,2.0
8299,Hyundai,Grand,1.0,1000.0,Individual,Petrol,Manual,18.9,1197.0,81.86,5.0,636000.0,6.36
8300,Honda,City,6.0,46046.0,Dealer,Petrol,Manual,17.4,1497.0,117.3,5.0,625000.0,6.25
8301,Hyundai,i10,6.0,54111.0,Dealer,Petrol,Manual,19.81,1086.0,68.05,5.0,299000.0,2.99
8302,Honda,Jazz,6.0,40000.0,Dealer,Petrol,Manual,18.7,1199.0,88.7,5.0,495000.0,4.95
8303,Unknown,City,4.0,80000.0,Individual,Diesel,Manual,26.0,1498.0,98.6,5.0,700000.0,7.0
8304,Maruti,Swift Dzire,4.0,10000.0,Individual,Petrol,Automatic,22.0,1197.0,81.8,5.0,630000.0,6.3
8305,Hyundai,Grand,3.0,58072.0,Dealer,Diesel,Manual,24.0,1186.0,73.97,5.0,490000.0,4.9
8306,Toyota,Unknown,2.0,1677.0,Dealer,Diesel,Manual,12.55,2982.0,168.5,7.0,2950000.0,29.5
8307,Mahindra,Bolero,2.0,40000.0,Individual,Diesel,Manual,16.5,1493.0,70.0,7.0,700000.0,7.0
8308,Hyundai,Creta,3.0,73185.0,Dealer,Diesel,Manual,19.67,1582.0,126.2,5.0,1350000.0,13.5
8309,Maruti,Swift,7.0,89000.0,Individual,Diesel,Manual,25.2,1248.0,74.0,5.0,350000.0,3.5
8310,Maruti,Swift Dzire,2.0,10000.0,Individual,Petrol,Automatic,21.21,1197.0,81.8,5.0,710000.0,7.1
8311,Mahindra,Bolero,6.0,130000.0,Individual,Diesel,Manual,15.96,2523.0,88.5,7.0,360000.0,3.6
8312,Hyundai,i20,8.0,30000.0,Individual,Petrol,Manual,18.5,1197.0,82.85,5.0,500000.0,5.0
8313,Maruti,Wagon R,5.0,16000.0,Dealer,Petrol,Manual,20.51,998.0,67.04,5.0,329000.0,3.29
8314,Tata,Tiago,6.0,5000.0,Individual,Petrol,Manual,23.84,1199.0,84.0,5.0,520000.0,5.2
8315,Maruti,Alto,11.0,60000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,200000.0,2.0
8316,Honda,City,10.0,102620.0,Dealer,Petrol,Manual,17.0,1497.0,118.0,5.0,430000.0,4.3
8317,Maruti,Alto,7.0,110000.0,Individual,Petrol,Manual,22.74,796.0,47.3,5.0,180000.0,1.8
8318,Maruti,Alto,6.0,50000.0,Individual,CNG,Manual,30.46,796.0,47.3,5.0,240000.0,2.4
8319,Hyundai,i20,5.0,19000.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,499000.0,4.99
8320,Hyundai,Creta,2.0,15000.0,Individual,Diesel,Automatic,17.6,1582.0,126.2,5.0,1300000.0,13.0
8321,Maruti,Swift Dzire,6.0,70000.0,Individual,Diesel,Manual,26.59,1248.0,74.0,5.0,580000.0,5.8
8322,Renault,Duster,7.0,43001.0,Dealer,Diesel,Manual,19.01,1461.0,108.45,5.0,449000.0,4.49
8323,Honda,Amaze,3.0,33000.0,Individual,Petrol,Manual,17.8,1198.0,86.7,5.0,550000.0,5.5
8324,Renault,KWID,2.0,12123.0,Individual,Petrol,Manual,23.01,999.0,67.0,5.0,375000.0,3.75
8325,Maruti,Swift Dzire,10.0,50000.0,Dealer,Diesel,Manual,19.3,1248.0,73.9,5.0,450000.0,4.5
8326,Volkswagen,Vento,10.0,65000.0,Dealer,Diesel,Manual,20.54,1598.0,103.6,5.0,265000.0,2.65
8327,Toyota,Fortuner,5.0,50000.0,Dealer,Diesel,Automatic,12.55,2982.0,168.5,7.0,2250000.0,22.5
8328,Unknown,Unknown,9.0,50500.0,Dealer,Petrol,Manual,18.6,1197.0,85.8,5.0,325000.0,3.25
8329,Renault,KWID,5.0,50000.0,Dealer,Petrol,Manual,25.17,799.0,53.3,5.0,250000.0,2.5
8331,Mercedes-Benz,GL-Class,7.0,93000.0,Dealer,Diesel,Automatic,12.0,2987.0,224.0,7.0,3450000.0,34.5
8332,Maruti,Ciaz,1.0,1685.0,Individual,Petrol,Manual,20.65,1462.0,103.25,5.0,810000.0,8.1
8333,Maruti,Wagon R,4.0,35000.0,Dealer,Petrol,Manual,21.79,998.0,67.05,5.0,350000.0,3.5
8334,Unknown,Baleno,4.0,98521.0,Dealer,Diesel,Manual,27.39,1248.0,74.0,5.0,650000.0,6.5
8335,Honda,WR-V,4.0,69700.0,Dealer,Diesel,Manual,25.5,1498.0,98.6,5.0,775000.0,7.75
8336,Skoda,Rapid,7.0,87232.0,Dealer,Diesel,Manual,20.5,1598.0,103.5,5.0,260000.0,2.6
8337,Hyundai,i20,10.0,31280.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,150000.0,1.5
8338,Hyundai,Creta,5.0,50000.0,Individual,Diesel,Manual,19.67,1582.0,126.2,5.0,960000.0,9.6
8339,Maruti,Swift,11.0,75000.0,Individual,Petrol,Manual,16.1,1197.0,85.0,5.0,250000.0,2.5
8340,Ford,Aspire,3.0,50000.0,Dealer,Diesel,Manual,26.1,1248.0,99.23,5.0,690000.0,6.9
8341,Maruti,Baleno,5.0,130000.0,Dealer,Diesel,Manual,27.39,1248.0,74.0,5.0,479000.0,4.79
8342,Mahindra,XUV500,4.0,35000.0,Dealer,Diesel,Manual,16.0,2179.0,140.0,7.0,1100000.0,11.0
8343,Maruti,Alto,6.0,20000.0,Individual,Petrol,Manual,22.74,796.0,47.3,5.0,230000.0,2.3
8344,Maruti,Ertiga,2.0,7000.0,Individual,Petrol,Manual,19.34,1462.0,103.0,7.0,850000.0,8.5
8345,Toyota,Innova,6.0,130000.0,Individual,Diesel,Manual,12.99,2494.0,100.6,7.0,1200000.0,12.0
8346,BMW,3,4.0,35000.0,Individual,Diesel,Automatic,21.76,1995.0,188.0,5.0,3100000.0,31.0
8347,Maruti,Vitara,2.0,40000.0,Individual,Diesel,Manual,24.3,1248.0,88.5,5.0,810000.0,8.1
8348,Hyundai,i10,8.0,47000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,250000.0,2.5
8349,Tata,Tigor,4.0,13230.0,Individual,Petrol,Manual,20.3,1199.0,84.0,5.0,520000.0,5.2
8350,Maruti,Wagon R,14.0,60000.0,Individual,Petrol,Manual,17.3,1061.0,64.0,5.0,120000.0,1.2
8351,Maruti,Swift,8.0,80000.0,Dealer,Diesel,Manual,22.9,1248.0,74.0,5.0,315000.0,3.15
8352,Mahindra,Bolero,4.0,70000.0,Dealer,Diesel,Manual,15.96,2523.0,62.1,7.0,589000.0,5.89
8353,Mahindra,Thar,4.0,15000.0,Individual,Diesel,Manual,16.55,2498.0,105.0,6.0,850000.0,8.5
8354,Ford,Aspire,5.0,19543.0,Individual,Petrol,Manual,18.16,1196.0,86.8,5.0,475000.0,4.75
8355,Hyundai,i20,3.0,25000.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,599000.0,5.99
8356,Maruti,Ertiga,4.0,40000.0,Individual,Petrol,Manual,17.5,1373.0,91.1,7.0,820000.0,8.2
8357,Renault,Duster,4.0,100000.0,Individual,Diesel,Manual,19.87,1461.0,83.8,5.0,700000.0,7.0
8358,Hyundai,i10,6.0,15000.0,Individual,Petrol,Manual,19.81,1086.0,68.05,5.0,330000.0,3.3
8359,Unknown,Figo,9.0,23207.0,Dealer,Petrol,Manual,15.6,1196.0,70.0,5.0,220000.0,2.2
8360,Maruti,Ignis,4.0,15000.0,Dealer,Petrol,Manual,20.89,1197.0,81.8,5.0,575000.0,5.75
8361,Maruti,Swift,6.0,44235.0,Dealer,Diesel,Manual,25.2,1248.0,74.0,5.0,410000.0,4.1
8362,Maruti,Swift Dzire,5.0,57102.0,Dealer,Diesel,Manual,23.4,1248.0,74.0,5.0,675000.0,6.75
8363,Maruti,Ertiga,5.0,46000.0,Dealer,Diesel,Manual,24.52,1248.0,88.5,7.0,640000.0,6.4
8364,Maruti,Swift Dzire,6.0,67004.0,Dealer,Diesel,Manual,19.3,1248.0,73.9,5.0,585000.0,5.85
8365,Jeep,Compass,2.0,10000.0,Individual,Petrol,Manual,17.1,1956.0,170.0,5.0,1699000.0,16.99
8366,Maruti,Wagon R,14.0,70000.0,Individual,Petrol,Manual,18.9,1061.0,67.0,5.0,125000.0,1.25
8367,Mahindra,XUV500,5.0,60000.0,Individual,Diesel,Automatic,16.0,2179.0,140.0,7.0,1200000.0,12.0
8368,Skoda,Rapid,6.0,70000.0,Individual,Diesel,Manual,21.14,1498.0,103.52,5.0,450000.0,4.5
8369,Renault,KWID,5.0,15000.0,Individual,Petrol,Manual,23.01,999.0,67.0,5.0,370000.0,3.7
8370,Ford,Ecosport,6.0,75000.0,Dealer,Diesel,Manual,21.7,1498.0,98.96,5.0,575000.0,5.75
8371,Maruti,Swift Dzire,7.0,50340.0,Dealer,Petrol,Manual,19.1,1197.0,85.8,5.0,540000.0,5.4
8372,Maruti,Ciaz,5.0,34000.0,Dealer,Diesel,Manual,28.09,1248.0,88.5,5.0,575000.0,5.75
8373,Ford,Figo,11.0,56000.0,Dealer,Diesel,Manual,20.0,1399.0,68.05,5.0,325000.0,3.25
8374,Maruti,Ertiga,4.0,62000.0,Dealer,Diesel,Manual,24.52,1248.0,88.5,7.0,795000.0,7.95
8375,Honda,WR-V,4.0,86300.0,Dealer,Diesel,Manual,25.5,1498.0,98.6,5.0,800000.0,8.0
8376,Maruti,Swift,3.0,13600.0,Individual,Petrol,Manual,22.0,1197.0,81.8,5.0,565000.0,5.65
8377,Maruti,Alto,3.0,20000.0,Individual,Petrol,Manual,23.95,998.0,67.05,5.0,310000.0,3.1
8378,Maruti,Alto,6.0,50000.0,Dealer,Petrol,Manual,23.95,998.0,67.05,5.0,310000.0,3.1
8379,Tata,Safari,8.0,60000.0,Individual,Diesel,Manual,11.57,2179.0,138.1,7.0,350000.0,3.5
8380,Maruti,Swift Dzire,8.0,80000.0,Individual,Diesel,Manual,23.4,1248.0,74.0,5.0,390000.0,3.9
8381,Maruti,Swift Dzire,6.0,110000.0,Individual,Diesel,Manual,28.4,1248.0,74.02,5.0,670000.0,6.7
8382,Renault,KWID,3.0,38000.0,Dealer,Petrol,Manual,25.17,799.0,53.3,5.0,345000.0,3.45
8383,Maruti,Alto,3.0,15000.0,Individual,Petrol,Manual,24.7,796.0,47.3,5.0,265000.0,2.65
8384,Maruti,Ertiga,6.0,50000.0,Individual,Petrol,Manual,16.02,1373.0,93.7,5.0,439000.0,4.39
8385,Maruti,Baleno,1.0,3600.0,Individual,Petrol,Manual,19.67,1197.0,81.8,5.0,700000.0,7.0
8386,Maruti,Swift,7.0,78000.0,Individual,Diesel,Manual,25.2,1248.0,74.0,5.0,550000.0,5.5
8387,Hyundai,Creta,2.0,15000.0,Individual,Diesel,Manual,22.1,1396.0,88.7,5.0,1050000.0,10.5
8388,Honda,Jazz,4.0,31000.0,Dealer,Petrol,Manual,18.7,1199.0,88.7,5.0,489000.0,4.89
8389,Maruti,Swift,3.0,48000.0,Individual,Diesel,Manual,28.4,1248.0,74.0,5.0,600000.0,6.0
8390,Honda,Jazz,2.0,4065.0,Dealer,Petrol,Manual,18.7,1199.0,88.7,5.0,810000.0,8.1
8391,Maruti,Celerio,6.0,20000.0,Dealer,Petrol,Automatic,23.1,998.0,67.04,5.0,565000.0,5.65
8392,Hyundai,i20,9.0,63817.0,Dealer,Diesel,Manual,21.27,1396.0,88.76,5.0,515000.0,5.15
8393,Maruti,Alto,9.0,40000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,170000.0,1.7
8394,Maruti,Wagon R,7.0,36000.0,Dealer,Petrol,Manual,21.79,998.0,67.05,5.0,310000.0,3.1
8395,Maruti,Vitara,4.0,34000.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5.0,650000.0,6.5
8396,Hyundai,Creta,3.0,80000.0,Individual,Diesel,Manual,21.38,1396.0,88.7,5.0,910000.0,9.1
8397,Hyundai,Verna,10.0,50000.0,Individual,Petrol,Manual,17.01,1591.0,121.3,5.0,170000.0,1.7
8398,Mahindra,KUV100,6.0,23000.0,Individual,Diesel,Manual,25.32,1198.0,77.0,6.0,710000.0,7.1
8399,Mahindra,Unknown,8.0,130000.0,Individual,Diesel,Manual,12.05,2179.0,120.0,5.0,450000.0,4.5
8400,Maruti,Swift,8.0,41000.0,Dealer,Petrol,Manual,18.6,1197.0,85.8,5.0,330000.0,3.3
8401,Hyundai,Grand,4.0,12000.0,Dealer,Petrol,Manual,18.9,1197.0,81.86,5.0,445000.0,4.45
8402,Hyundai,i20,6.0,30000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,650000.0,6.5
8403,Maruti,Unknown,7.0,42120.0,Dealer,Petrol,Manual,18.6,1197.0,85.8,5.0,470000.0,4.7
8406,Renault,Duster,5.0,80000.0,Individual,Diesel,Manual,19.6,1461.0,108.45,5.0,640000.0,6.4
8407,Hyundai,i20,3.0,25000.0,Individual,Petrol,Manual,17.19,1197.0,81.86,5.0,750000.0,7.5
8408,Renault,Duster,6.0,130000.0,Individual,Diesel,Manual,20.46,1461.0,83.8,5.0,440000.0,4.4
8409,Maruti,Swift Dzire,5.0,100000.0,Individual,Diesel,Manual,26.59,1248.0,74.0,5.0,450000.0,4.5
8410,Mahindra,Scorpio,7.0,50000.0,Individual,Diesel,Manual,14.0,2523.0,75.0,8.0,900000.0,9.0
8411,Volkswagen,Vento,2.0,4000.0,Dealer,Petrol,Automatic,18.19,1197.0,103.2,5.0,1250000.0,12.5
8412,Audi,A6,6.0,59654.0,Dealer,Diesel,Automatic,17.68,1968.0,174.33,5.0,1449000.0,14.49
8413,Honda,City,7.0,130000.0,Dealer,Petrol,Manual,26.0,1498.0,98.6,5.0,575000.0,5.75
8414,Hyundai,i10,6.0,32000.0,Individual,Petrol,Manual,19.81,1086.0,68.05,5.0,410000.0,4.1
8415,BMW,5,13.0,50000.0,Dealer,Petrol,Automatic,10.8,2497.0,215.0,5.0,790000.0,7.9
8416,Datsun,RediGO,4.0,13000.0,Individual,Petrol,Manual,22.7,799.0,53.64,5.0,215000.0,2.15
8417,Maruti,Ertiga,5.0,50000.0,Individual,Petrol,Manual,17.5,1373.0,91.1,7.0,700000.0,7.0
8418,Honda,City,7.0,47000.0,Dealer,Petrol,Manual,16.8,1497.0,116.3,5.0,510000.0,5.1
8419,Hyundai,i10,11.0,45415.0,Individual,Petrol,Manual,19.81,1086.0,68.05,5.0,195000.0,1.95
8420,Honda,City,7.0,58719.0,Dealer,Diesel,Manual,26.0,1498.0,98.6,5.0,670000.0,6.7
8421,Maruti,Swift Dzire,4.0,21000.0,Dealer,Diesel,Manual,28.4,1248.0,74.02,5.0,650000.0,6.5
8422,Renault,KWID,6.0,4269.0,Dealer,Petrol,Automatic,24.04,999.0,67.0,5.0,415000.0,4.15
8423,Honda,City,2.0,57000.0,Dealer,Petrol,Manual,17.4,1497.0,117.6,5.0,1060000.0,10.6
8424,Honda,City,3.0,28000.0,Dealer,Diesel,Manual,26.0,1498.0,98.6,5.0,899000.0,8.99
8425,Skoda,Superb,4.0,30000.0,Dealer,Petrol,Automatic,14.67,1798.0,177.46,5.0,1960000.0,19.6
